88152d18-42d5-11ea-1ce2-e720edef05f6,img/repeat/907180/colony4j-88152d18-42d5-11ea-1ce2-e720edef05f6.png,blank,[4 0 4; 1 3 1; 4 0 4],"[0, 9, 4, 7, 8, 6, 1]=>0;[3]=>1;[2]=>same;[5]=>switch",true
882ab6ce-42d5-11ea-2674-6ff236fe9a8b,img/regular/826828/colony4j-882ab6ce-42d5-11ea-2674-6ff236fe9a8b.png,blank,[4 0 4; 1 3 1; 4 0 4],"[0, 9, 4, 7, 8, 6, 1]=>0;[3]=>1;[5]=>same;[2]=>switch",false
883f78f2-42d5-11ea-3a84-7d9653a42ea4,img/repeat/907180/colony4j-883f78f2-42d5-11ea-3a84-7d9653a42ea4.png,blank,[4 0 4; 1 3 1; 4 0 4],"[2]=>0;[3]=>1;[0, 9, 4, 7, 8, 6, 1]=>same;[5]=>switch",true
884feaca-42d5-11ea-0e9c-cfd3775c85ea,img/repeat/907180/colony4j-884feaca-42d5-11ea-0e9c-cfd3775c85ea.png,square,[4 0 4; 1 3 1; 4 0 4],"[2]=>0;[3]=>1;[5]=>same;[0, 9, 4, 7, 8, 6, 1]=>switch",true
88660a62-42d5-11ea-1747-07086fb4efe7,img/repeat/907180/colony4j-88660a62-42d5-11ea-1747-07086fb4efe7.png,random,[4 0 4; 1 3 1; 4 0 4],"[5]=>0;[3]=>1;[0, 9, 4, 7, 8, 6, 1]=>same;[2]=>switch",true
8871d05e-42d5-11ea-2703-453c602db219,img/repeat/907180/colony4j-8871d05e-42d5-11ea-2703-453c602db219.png,blank,[4 0 4; 1 3 1; 4 0 4],"[5]=>0;[3]=>1;[2]=>same;[0, 9, 4, 7, 8, 6, 1]=>switch",true
888e6a7c-42d5-11ea-0e32-ab6dfde0bd56,img/regular/826828/colony4j-888e6a7c-42d5-11ea-0e32-ab6dfde0bd56.png,random,[4 0 4; 1 3 1; 4 0 4],"[0, 9, 4, 7, 8, 6, 1]=>0;[5]=>1;[2]=>same;[3]=>switch",false
889ed7f2-42d5-11ea-13d6-9f71abfd5303,img/regular/826828/colony4j-889ed7f2-42d5-11ea-13d6-9f71abfd5303.png,random,[4 0 4; 1 3 1; 4 0 4],"[0, 9, 4, 7, 8, 6, 1]=>0;[5]=>1;[3]=>same;[2]=>switch",false
88b2f9b2-42d5-11ea-1c77-e3088417f093,img/regular/826828/colony4j-88b2f9b2-42d5-11ea-1c77-e3088417f093.png,random,[4 0 4; 1 3 1; 4 0 4],"[2]=>0;[5]=>1;[0, 9, 4, 7, 8, 6, 1]=>same;[3]=>switch",false
88d33d80-42d5-11ea-03de-39dbb3a2a624,img/regular/826828/colony4j-88d33d80-42d5-11ea-03de-39dbb3a2a624.png,square,[1 0 1; 3 2 3; 1 0 1],"[1]=>0;[7, 9, 4, 0, 2, 5, 8]=>1;[3]=>same;[6]=>switch",false
88df189e-42d5-11ea-114d-036a07a696e4,img/regular/826828/colony4j-88df189e-42d5-11ea-114d-036a07a696e4.png,blank,[1 0 1; 3 2 3; 1 0 1],"[1]=>0;[7, 9, 4, 0, 2, 5, 8]=>1;[6]=>same;[3]=>switch",false
88eed5c2-42d5-11ea-36b5-1709dbbbf34e,img/regular/826828/colony4j-88eed5c2-42d5-11ea-36b5-1709dbbbf34e.png,square,[1 0 1; 3 2 3; 1 0 1],"[3]=>0;[7, 9, 4, 0, 2, 5, 8]=>1;[1]=>same;[6]=>switch",false
88fda1b2-42d5-11ea-3f87-f11c415ca48f,img/regular/826828/colony4j-88fda1b2-42d5-11ea-3f87-f11c415ca48f.png,square,[1 0 1; 3 2 3; 1 0 1],"[3]=>0;[7, 9, 4, 0, 2, 5, 8]=>1;[6]=>same;[1]=>switch",false
898e44d6-42d5-11ea-1ea1-4991c6fd056a,img/repeat/907180/colony4j-898e44d6-42d5-11ea-1ea1-4991c6fd056a.png,random,[1 0 1; 3 2 3; 1 0 1],"[6]=>0;[7, 9, 4, 0, 2, 5, 8]=>1;[1]=>same;[3]=>switch",true
899bb1ac-42d5-11ea-3a4a-db89f95a6351,img/regular/826828/colony4j-899bb1ac-42d5-11ea-3a4a-db89f95a6351.png,random,[1 0 1; 3 2 3; 1 0 1],"[6]=>0;[7, 9, 4, 0, 2, 5, 8]=>1;[3]=>same;[1]=>switch",false
89ad621c-42d5-11ea-0270-5d11b25091b4,img/regular/826828/colony4j-89ad621c-42d5-11ea-0270-5d11b25091b4.png,random,[1 0 1; 3 2 3; 1 0 1],"[7, 9, 4, 0, 2, 5, 8]=>0;[1]=>1;[3]=>same;[6]=>switch",false
89c1250e-42d5-11ea-14bd-5bb44573f3bc,img/repeat/907180/colony4j-89c1250e-42d5-11ea-14bd-5bb44573f3bc.png,blank,[1 0 1; 3 2 3; 1 0 1],"[7, 9, 4, 0, 2, 5, 8]=>0;[1]=>1;[6]=>same;[3]=>switch",true
89cfccc6-42d5-11ea-0d10-99d80bbd4918,img/repeat/907180/colony4j-89cfccc6-42d5-11ea-0d10-99d80bbd4918.png,blank,[1 0 1; 3 2 3; 1 0 1],"[3]=>0;[1]=>1;[7, 9, 4, 0, 2, 5, 8]=>same;[6]=>switch",true
89dea3ba-42d5-11ea-212b-a5ddf2756342,img/regular/826828/colony4j-89dea3ba-42d5-11ea-212b-a5ddf2756342.png,square,[1 0 1; 3 2 3; 1 0 1],"[3]=>0;[1]=>1;[6]=>same;[7, 9, 4, 0, 2, 5, 8]=>switch",false
89f1f792-42d5-11ea-30b0-4da084cff5fb,img/repeat/907180/colony4j-89f1f792-42d5-11ea-30b0-4da084cff5fb.png,random,[1 0 1; 3 2 3; 1 0 1],"[6]=>0;[1]=>1;[7, 9, 4, 0, 2, 5, 8]=>same;[3]=>switch",true
8a0360de-42d5-11ea-2a84-b3772c45016e,img/regular/826828/colony4j-8a0360de-42d5-11ea-2a84-b3772c45016e.png,square,[1 0 1; 3 2 3; 1 0 1],"[6]=>0;[1]=>1;[3]=>same;[7, 9, 4, 0, 2, 5, 8]=>switch",false
8a12a5c8-42d5-11ea-3271-51743913cd9d,img/regular/826828/colony4j-8a12a5c8-42d5-11ea-3271-51743913cd9d.png,square,[1 0 1; 3 2 3; 1 0 1],"[7, 9, 4, 0, 2, 5, 8]=>0;[3]=>1;[1]=>same;[6]=>switch",false
8a244e54-42d5-11ea-0bb4-631e15bb9808,img/repeat/907180/colony4j-8a244e54-42d5-11ea-0bb4-631e15bb9808.png,square,[1 0 1; 3 2 3; 1 0 1],"[7, 9, 4, 0, 2, 5, 8]=>0;[3]=>1;[6]=>same;[1]=>switch",true
8a37f0b2-42d5-11ea-1f24-631a4c09349a,img/regular/826828/colony4j-8a37f0b2-42d5-11ea-1f24-631a4c09349a.png,blank,[1 0 1; 3 2 3; 1 0 1],"[1]=>0;[3]=>1;[7, 9, 4, 0, 2, 5, 8]=>same;[6]=>switch",false
8a4690b8-42d5-11ea-1668-2f6143adde0c,img/regular/826828/colony4j-8a4690b8-42d5-11ea-1668-2f6143adde0c.png,blank,[1 0 1; 3 2 3; 1 0 1],"[1]=>0;[3]=>1;[6]=>same;[7, 9, 4, 0, 2, 5, 8]=>switch",false
8a5508f0-42d5-11ea-3941-45994035c142,img/regular/826828/colony4j-8a5508f0-42d5-11ea-3941-45994035c142.png,square,[1 0 1; 3 2 3; 1 0 1],"[6]=>0;[3]=>1;[7, 9, 4, 0, 2, 5, 8]=>same;[1]=>switch",false
8a62d5d4-42d5-11ea-3c57-152ca596fa39,img/regular/826828/colony4j-8a62d5d4-42d5-11ea-3c57-152ca596fa39.png,square,[1 0 1; 3 2 3; 1 0 1],"[6]=>0;[3]=>1;[1]=>same;[7, 9, 4, 0, 2, 5, 8]=>switch",false
8a74d928-42d5-11ea-3720-639015fb3458,img/regular/826828/colony4j-8a74d928-42d5-11ea-3720-639015fb3458.png,random,[1 0 1; 3 2 3; 1 0 1],"[7, 9, 4, 0, 2, 5, 8]=>0;[6]=>1;[1]=>same;[3]=>switch",false
8a840c68-42d5-11ea-3742-4fb99816d76f,img/regular/826828/colony4j-8a840c68-42d5-11ea-3742-4fb99816d76f.png,random,[1 0 1; 3 2 3; 1 0 1],"[7, 9, 4, 0, 2, 5, 8]=>0;[6]=>1;[3]=>same;[1]=>switch",false
8a943c6e-42d5-11ea-3e6c-2914b6d3d2cc,img/regular/826828/colony4j-8a943c6e-42d5-11ea-3e6c-2914b6d3d2cc.png,square,[1 0 1; 3 2 3; 1 0 1],"[1]=>0;[6]=>1;[7, 9, 4, 0, 2, 5, 8]=>same;[3]=>switch",false
8ab1fb50-42d5-11ea-1fb6-c7b4ba167e62,img/regular/826828/colony4j-8ab1fb50-42d5-11ea-1fb6-c7b4ba167e62.png,blank,[3 0 3; 1 1 1; 3 0 3],"[1]=>0;[0, 4, 9, 2, 3, 8, 6]=>1;[5]=>same;[7]=>switch",false
8ac3a3aa-42d5-11ea-1342-0712960dd6a9,img/regular/826828/colony4j-8ac3a3aa-42d5-11ea-1342-0712960dd6a9.png,blank,[3 0 3; 1 1 1; 3 0 3],"[1]=>0;[0, 4, 9, 2, 3, 8, 6]=>1;[7]=>same;[5]=>switch",false
8ad75e0e-42d5-11ea-0f16-0d69b2fe03e2,img/repeat/907180/colony4j-8ad75e0e-42d5-11ea-0f16-0d69b2fe03e2.png,random,[3 0 3; 1 1 1; 3 0 3],"[5]=>0;[0, 4, 9, 2, 3, 8, 6]=>1;[1]=>same;[7]=>switch",true
8ae685dc-42d5-11ea-088c-4f63a417bef8,img/regular/826828/colony4j-8ae685dc-42d5-11ea-088c-4f63a417bef8.png,square,[3 0 3; 1 1 1; 3 0 3],"[5]=>0;[0, 4, 9, 2, 3, 8, 6]=>1;[7]=>same;[1]=>switch",false
8afbf2b4-42d5-11ea-2c6a-f36b42bbf89a,img/repeat/907180/colony4j-8afbf2b4-42d5-11ea-2c6a-f36b42bbf89a.png,square,[3 0 3; 1 1 1; 3 0 3],"[7]=>0;[0, 4, 9, 2, 3, 8, 6]=>1;[1]=>same;[5]=>switch",true
8b124956-42d5-11ea-3871-cb6a92cd7d0b,img/regular/826828/colony4j-8b124956-42d5-11ea-3871-cb6a92cd7d0b.png,random,[3 0 3; 1 1 1; 3 0 3],"[7]=>0;[0, 4, 9, 2, 3, 8, 6]=>1;[5]=>same;[1]=>switch",false
8b264dd2-42d5-11ea-3e7b-239a6f6b9aa3,img/repeat/907180/colony4j-8b264dd2-42d5-11ea-3e7b-239a6f6b9aa3.png,blank,[3 0 3; 1 1 1; 3 0 3],"[0, 4, 9, 2, 3, 8, 6]=>0;[1]=>1;[5]=>same;[7]=>switch",true
8b3b38f2-42d5-11ea-3544-8f091efe77f1,img/repeat/907180/colony4j-8b3b38f2-42d5-11ea-3544-8f091efe77f1.png,blank,[3 0 3; 1 1 1; 3 0 3],"[0, 4, 9, 2, 3, 8, 6]=>0;[1]=>1;[7]=>same;[5]=>switch",true
8b4ad064-42d5-11ea-0154-b5cb044d8c41,img/repeat/907180/colony4j-8b4ad064-42d5-11ea-0154-b5cb044d8c41.png,square,[3 0 3; 1 1 1; 3 0 3],"[5]=>0;[1]=>1;[0, 4, 9, 2, 3, 8, 6]=>same;[7]=>switch",true
8b5c1c34-42d5-11ea-2720-a78d595a17f1,img/repeat/907180/colony4j-8b5c1c34-42d5-11ea-2720-a78d595a17f1.png,random,[3 0 3; 1 1 1; 3 0 3],"[5]=>0;[1]=>1;[7]=>same;[0, 4, 9, 2, 3, 8, 6]=>switch",true
8b6a8170-42d5-11ea-2b23-57f277c0511e,img/repeat/907180/colony4j-8b6a8170-42d5-11ea-2b23-57f277c0511e.png,random,[3 0 3; 1 1 1; 3 0 3],"[7]=>0;[1]=>1;[0, 4, 9, 2, 3, 8, 6]=>same;[5]=>switch",true
8b7ee048-42d5-11ea-3b85-71f6e7b43775,img/repeat/907180/colony4j-8b7ee048-42d5-11ea-3b85-71f6e7b43775.png,random,[3 0 3; 1 1 1; 3 0 3],"[7]=>0;[1]=>1;[5]=>same;[0, 4, 9, 2, 3, 8, 6]=>switch",true
8b8aa162-42d5-11ea-20d4-79ea1c8c773c,img/regular/826828/colony4j-8b8aa162-42d5-11ea-20d4-79ea1c8c773c.png,square,[3 0 3; 1 1 1; 3 0 3],"[0, 4, 9, 2, 3, 8, 6]=>0;[5]=>1;[1]=>same;[7]=>switch",false
8b9f0fbc-42d5-11ea-0bbe-6f74a6109358,img/regular/826828/colony4j-8b9f0fbc-42d5-11ea-0bbe-6f74a6109358.png,random,[3 0 3; 1 1 1; 3 0 3],"[0, 4, 9, 2, 3, 8, 6]=>0;[5]=>1;[7]=>same;[1]=>switch",false
8bafbe02-42d5-11ea-3e44-5dbcec712d5c,img/repeat/907180/colony4j-8bafbe02-42d5-11ea-3e44-5dbcec712d5c.png,blank,[3 0 3; 1 1 1; 3 0 3],"[1]=>0;[5]=>1;[0, 4, 9, 2, 3, 8, 6]=>same;[7]=>switch",true
8bc56450-42d5-11ea-23b6-f557642de1b7,img/regular/826828/colony4j-8bc56450-42d5-11ea-23b6-f557642de1b7.png,random,[3 0 3; 1 1 1; 3 0 3],"[1]=>0;[5]=>1;[7]=>same;[0, 4, 9, 2, 3, 8, 6]=>switch",false
8bd27c94-42d5-11ea-0954-c728f7df566b,img/regular/826828/colony4j-8bd27c94-42d5-11ea-0954-c728f7df566b.png,blank,[3 0 3; 1 1 1; 3 0 3],"[7]=>0;[5]=>1;[0, 4, 9, 2, 3, 8, 6]=>same;[1]=>switch",false
8bed8c28-42d5-11ea-2aa7-2df53ef1f36b,img/repeat/907180/colony4j-8bed8c28-42d5-11ea-2aa7-2df53ef1f36b.png,blank,[3 0 3; 1 1 1; 3 0 3],"[7]=>0;[5]=>1;[1]=>same;[0, 4, 9, 2, 3, 8, 6]=>switch",true
8bfd2ce6-42d5-11ea-3c14-19b63f38dc9a,img/regular/826828/colony4j-8bfd2ce6-42d5-11ea-3c14-19b63f38dc9a.png,square,[3 0 3; 1 1 1; 3 0 3],"[0, 4, 9, 2, 3, 8, 6]=>0;[7]=>1;[1]=>same;[5]=>switch",false
8c0a308a-42d5-11ea-3bfb-f32e254da836,img/repeat/907180/colony4j-8c0a308a-42d5-11ea-3bfb-f32e254da836.png,square,[3 0 3; 1 1 1; 3 0 3],"[0, 4, 9, 2, 3, 8, 6]=>0;[7]=>1;[5]=>same;[1]=>switch",true
8c172e5c-42d5-11ea-0936-e5410ea62f25,img/repeat/907180/colony4j-8c172e5c-42d5-11ea-0936-e5410ea62f25.png,blank,[3 0 3; 1 1 1; 3 0 3],"[1]=>0;[7]=>1;[0, 4, 9, 2, 3, 8, 6]=>same;[5]=>switch",true
8c353bd6-42d5-11ea-1dd7-c37b8cf8d236,img/regular/826828/colony4j-8c353bd6-42d5-11ea-1dd7-c37b8cf8d236.png,random,[1 2 1; 2 3 2; 1 2 1],"[1]=>0;[7, 4, 9, 0, 8, 5, 6]=>1;[2]=>same;[3]=>switch",false
8c48a0d6-42d5-11ea-274e-b5caadedab88,img/regular/826828/colony4j-8c48a0d6-42d5-11ea-274e-b5caadedab88.png,random,[1 2 1; 2 3 2; 1 2 1],"[1]=>0;[7, 4, 9, 0, 8, 5, 6]=>1;[3]=>same;[2]=>switch",false
8c5cd95c-42d5-11ea-38b7-ffda350bd9b9,img/repeat/907180/colony4j-8c5cd95c-42d5-11ea-38b7-ffda350bd9b9.png,square,[1 2 1; 2 3 2; 1 2 1],"[2]=>0;[7, 4, 9, 0, 8, 5, 6]=>1;[1]=>same;[3]=>switch",true
8c6b1db4-42d5-11ea-08cf-b5abf2087c4d,img/repeat/907180/colony4j-8c6b1db4-42d5-11ea-08cf-b5abf2087c4d.png,blank,[1 2 1; 2 3 2; 1 2 1],"[2]=>0;[7, 4, 9, 0, 8, 5, 6]=>1;[3]=>same;[1]=>switch",true
8c7d757c-42d5-11ea-2fe5-810958f13a02,img/repeat/907180/colony4j-8c7d757c-42d5-11ea-2fe5-810958f13a02.png,blank,[1 2 1; 2 3 2; 1 2 1],"[3]=>0;[7, 4, 9, 0, 8, 5, 6]=>1;[1]=>same;[2]=>switch",true
8c957cd2-42d5-11ea-00ad-65a9f9777f33,img/regular/826828/colony4j-8c957cd2-42d5-11ea-00ad-65a9f9777f33.png,random,[1 2 1; 2 3 2; 1 2 1],"[3]=>0;[7, 4, 9, 0, 8, 5, 6]=>1;[2]=>same;[1]=>switch",false
8ca90fc0-42d5-11ea-3a6c-294c83b54f49,img/regular/826828/colony4j-8ca90fc0-42d5-11ea-3a6c-294c83b54f49.png,square,[1 2 1; 2 3 2; 1 2 1],"[7, 4, 9, 0, 8, 5, 6]=>0;[1]=>1;[2]=>same;[3]=>switch",false
8cbb9e56-42d5-11ea-37a6-dd9fd37e7709,img/repeat/907180/colony4j-8cbb9e56-42d5-11ea-37a6-dd9fd37e7709.png,random,[1 2 1; 2 3 2; 1 2 1],"[7, 4, 9, 0, 8, 5, 6]=>0;[1]=>1;[3]=>same;[2]=>switch",true
8ccaa978-42d5-11ea-3750-057958a22d6a,img/regular/826828/colony4j-8ccaa978-42d5-11ea-3750-057958a22d6a.png,square,[1 2 1; 2 3 2; 1 2 1],"[2]=>0;[1]=>1;[7, 4, 9, 0, 8, 5, 6]=>same;[3]=>switch",false
8cde9866-42d5-11ea-1e89-4de045602fba,img/repeat/907180/colony4j-8cde9866-42d5-11ea-1e89-4de045602fba.png,random,[1 2 1; 2 3 2; 1 2 1],"[2]=>0;[1]=>1;[3]=>same;[7, 4, 9, 0, 8, 5, 6]=>switch",true
8cedc30e-42d5-11ea-145b-bb6e81ab1ac8,img/regular/826828/colony4j-8cedc30e-42d5-11ea-145b-bb6e81ab1ac8.png,square,[1 2 1; 2 3 2; 1 2 1],"[3]=>0;[1]=>1;[7, 4, 9, 0, 8, 5, 6]=>same;[2]=>switch",false
8cfd865e-42d5-11ea-09f6-ed8b7b70d68a,img/repeat/907180/colony4j-8cfd865e-42d5-11ea-09f6-ed8b7b70d68a.png,random,[1 2 1; 2 3 2; 1 2 1],"[3]=>0;[1]=>1;[2]=>same;[7, 4, 9, 0, 8, 5, 6]=>switch",true
8d196ec8-42d5-11ea-2c41-ff749194e851,img/repeat/907180/colony4j-8d196ec8-42d5-11ea-2c41-ff749194e851.png,blank,[1 2 1; 2 3 2; 1 2 1],"[7, 4, 9, 0, 8, 5, 6]=>0;[2]=>1;[1]=>same;[3]=>switch",true
