id,file,cwx,cwy,colx,coly,seed,mask,filter,repeater,repeatidx,layout
f9149584-4853-11ea-3fcc-a1569d703c1f,img/regular/151305/colony4j-f9149584-4853-11ea-3fcc-a1569d703c1f.png,10,10,50,50,random,[1 2 1; 0 0 0; 1 2 1],"[7, 0, 9, 2, 5, 8, 1]=>0;[3]=>1;[6]=>same;[4]=>switch",false,Int64[],"TiledLayout(""png"")"
f96d886a-4853-11ea-042a-f5d89b95fd4e,img/repeat/151305/colony4j-f96d886a-4853-11ea-042a-f5d89b95fd4e.png,10,10,50,50,square,[4 3 4; 0 0 0; 4 3 4],"[4]=>0;[3]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[6]=>switch",true,[3],"TiledLayout(""png"")"
fa882e9e-4853-11ea-1f0a-a3243a7ae2cc,img/regular/151305/colony4j-fa882e9e-4853-11ea-1f0a-a3243a7ae2cc.png,10,10,50,50,random,[3 1 3; 2 0 2; 3 1 3],"[4]=>0;[3]=>1;[6]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",false,Int64[],"TiledLayout(""png"")"
fb6b89fa-4853-11ea-236c-ad5bac7382c3,img/repeat/151305/colony4j-fb6b89fa-4853-11ea-236c-ad5bac7382c3.png,10,10,50,50,random,[1 3 1; 0 0 0; 1 3 1],"[6]=>0;[3]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[4]=>switch",true,[5],"TiledLayout(""png"")"
fc767a8a-4853-11ea-2ae3-23ff7e5bfcd5,img/repeat/151305/colony4j-fc767a8a-4853-11ea-2ae3-23ff7e5bfcd5.png,10,10,50,50,square,[4 4 4; 0 4 0; 4 4 4],"[6]=>0;[3]=>1;[4]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",true,"[58, 59]","TiledLayout(""png"")"
fdae7380-4853-11ea-051a-4301770045f4,img/repeat/151305/colony4j-fdae7380-4853-11ea-051a-4301770045f4.png,10,10,50,50,random,[4 1 4; 1 0 1; 4 1 4],"[7, 0, 9, 2, 5, 8, 1]=>0;[4]=>1;[3]=>same;[6]=>switch",true,"[34, 35, 36, 37, 38, 39, 40, 41, 42, 43]","TiledLayout(""png"")"
fe3d2c9c-4853-11ea-3f8e-5f29d74ee205,img/repeat/151305/colony4j-fe3d2c9c-4853-11ea-3f8e-5f29d74ee205.png,10,10,50,50,random,[3 2 3; 0 0 0; 3 2 3],"[7, 0, 9, 2, 5, 8, 1]=>0;[4]=>1;[6]=>same;[3]=>switch",true,"[30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]","TiledLayout(""png"")"
ff74a07c-4853-11ea-0392-1de6d1146ef6,img/repeat/151305/colony4j-ff74a07c-4853-11ea-0392-1de6d1146ef6.png,10,10,50,50,random,[3 4 3; 0 0 0; 3 4 3],"[3]=>0;[4]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[6]=>switch",true,"[11, 12, 13, 14, 15, 16]","TiledLayout(""png"")"
002bd4f4-4854-11ea-2e0f-233be6ec2f38,img/repeat/151305/colony4j-002bd4f4-4854-11ea-2e0f-233be6ec2f38.png,10,10,50,50,blank,[3 1 3; 1 0 1; 3 1 3],"[3]=>0;[4]=>1;[6]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",true,"[26, 27]","TiledLayout(""png"")"
00dc4f6e-4854-11ea-242b-792b5291ec06,img/repeat/151305/colony4j-00dc4f6e-4854-11ea-242b-792b5291ec06.png,10,10,50,50,square,[2 2 2; 0 0 0; 2 2 2],"[6]=>0;[4]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[3]=>switch",true,"[61, 62, 63, 64, 65, 66]","TiledLayout(""png"")"
0295ea0e-4854-11ea-3fd4-51542620cb9c,img/regular/151305/colony4j-0295ea0e-4854-11ea-3fd4-51542620cb9c.png,10,10,50,50,blank,[4 2 4; 0 1 0; 4 2 4],"[6]=>0;[4]=>1;[3]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",false,Int64[],"TiledLayout(""png"")"
034af348-4854-11ea-3ed6-e7ab06e6b7d9,img/repeat/151305/colony4j-034af348-4854-11ea-3ed6-e7ab06e6b7d9.png,10,10,50,50,blank,[1 0 1; 4 0 4; 1 0 1],"[7, 0, 9, 2, 5, 8, 1]=>0;[6]=>1;[3]=>same;[4]=>switch",true,"[35, 36]","TiledLayout(""png"")"
03e56b64-4854-11ea-2bdf-5b70f1c31fb4,img/repeat/151305/colony4j-03e56b64-4854-11ea-2bdf-5b70f1c31fb4.png,10,10,50,50,random,[4 1 4; 0 0 0; 4 1 4],"[7, 0, 9, 2, 5, 8, 1]=>0;[6]=>1;[4]=>same;[3]=>switch",true,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38]","TiledLayout(""png"")"
04bf3ede-4854-11ea-096f-adb83ea3b656,img/repeat/151305/colony4j-04bf3ede-4854-11ea-096f-adb83ea3b656.png,10,10,50,50,random,[3 2 3; 0 0 0; 3 2 3],"[3]=>0;[6]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[4]=>switch",true,"[9, 10]","TiledLayout(""png"")"
05537266-4854-11ea-112e-a7d0b3be4233,img/regular/151305/colony4j-05537266-4854-11ea-112e-a7d0b3be4233.png,10,10,50,50,blank,[3 0 3; 4 0 4; 3 0 3],"[3]=>0;[6]=>1;[4]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",false,Int64[],"TiledLayout(""png"")"
