id,file,seed,mask,filter,repeater
c3a9f0bc-01e5-11e8-135f-a33596654936,img/regular/712411/colony4j-c3a9f0bc-01e5-11e8-135f-a33596654936.png,random,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[4, 5]=>1;[7, 8]=>same;[1]=>switch",FALSE
c46b3f9c-01e5-11e8-2a75-8b86ecacda90,img/repeat/123418/colony4j-c46b3f9c-01e5-11e8-2a75-8b86ecacda90.png,blank,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[4, 5]=>1;[7, 1]=>same;[8]=>switch",TRUE
c51d6bb8-01e5-11e8-36a2-69409a3faf02,img/regular/712411/colony4j-c51d6bb8-01e5-11e8-36a2-69409a3faf02.png,random,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[4, 5]=>1;[8, 1]=>same;[7]=>switch",FALSE
c5e5f59c-01e5-11e8-1424-0b543e8b56e1,img/repeat/123418/colony4j-c5e5f59c-01e5-11e8-1424-0b543e8b56e1.png,blank,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[4, 5]=>1;[8, 1]=>same;[7]=>switch",TRUE
c6aa21f6-01e5-11e8-04c7-d102f1aee739,img/repeat/123418/colony4j-c6aa21f6-01e5-11e8-04c7-d102f1aee739.png,blank,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[4, 5]=>1;[7, 8, 1]=>same;nothing=>switch",TRUE
c76e08aa-01e5-11e8-218b-8d384fce8fe8,img/repeat/123418/colony4j-c76e08aa-01e5-11e8-218b-8d384fce8fe8.png,blank,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[5]=>1;[7, 8, 1]=>same;nothing=>switch",TRUE
c81e111e-01e5-11e8-02fb-2b114842537f,img/repeat/123418/colony4j-c81e111e-01e5-11e8-02fb-2b114842537f.png,blank,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[5]=>1;[7, 8, 1]=>same;nothing=>switch",TRUE
c8c9c9c8-01e5-11e8-15c7-9755acebab95,img/repeat/123418/colony4j-c8c9c9c8-01e5-11e8-15c7-9755acebab95.png,blank,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[5, 1]=>1;[7]=>same;[4, 8]=>switch",TRUE
c9815034-01e5-11e8-1e3b-69171849c80b,img/regular/712411/colony4j-c9815034-01e5-11e8-1e3b-69171849c80b.png,random,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[5, 1]=>1;[8]=>same;[7, 4]=>switch",FALSE
ca5af820-01e5-11e8-3dff-d1a3f771b8da,img/regular/712411/colony4j-ca5af820-01e5-11e8-3dff-d1a3f771b8da.png,square,[1 2 2 2 2 2 1; 1 2 4 4 4 2 1; 1 2 4 8 4 2 1; 1 2 4 16 4 2 1; 1 2 4 8 4 2 1; 1 2 4 8 4 2 1; 1 2 2 2 2 2 1],"[0, 9, 2, 3, 6]=>0;[5, 1]=>1;[4]=>same;[7, 8]=>switch",FALSE
